EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1534,43,No,Sales,16,4,Medical,1,1,Female,54,2,4,Sales Representative,3,Divorced,15019,25310,8,Y,Yes,17,4,3,8,2,15,6,4,2,13,0,7
1535,25,No,Sales,23,3,Human Resources,1,3,Female,47,2,1,Human Resources,1,Married,14403,16404,2,Y,Yes,21,4,2,8,3,8,0,1,6,6,5,2
1536,46,Yes,Sales,16,2,Technical Degree,1,1,Female,52,1,2,Manager,1,Divorced,10931,24211,0,Y,Yes,18,4,1,8,0,16,6,2,14,14,4,2
1537,43,No,Human Resources,1,2,Medical,1,3,Male,40,2,3,Healthcare Representative,2,Divorced,5098,13896,0,Y,Yes,13,4,2,8,3,34,6,3,29,17,15,2
1538,27,No,Sales,22,1,Medical,1,2,Male,68,3,4,Manufacturing Director,4,Married,15457,23310,8,Y,Yes,19,4,3,8,1,14,1,2,8,12,10,5
1539,43,No,Human Resources,25,1,Technical Degree,1,4,Female,97,3,2,Research Scientist,3,Married,3481,15869,8,Y,No,18,3,2,8,1,27,2,4,40,11,14,10
1540,51,No,Sales,2,1,Technical Degree,1,4,Female,54,3,2,Research Scientist,4,Married,11478,13075,4,Y,No,12,3,3,8,2,19,4,1,26,1,3,13
1541,58,No,Research & Development,3,2,Medical,1,4,Male,92,1,2,Reseach Director,4,Single,8459,9082,1,Y,Yes,16,4,2,8,0,32,5,3,35,11,1,1
1542,24,No,Human Resources,26,1,Medical,1,1,Female,59,2,3,Healthcare Representative,4,Divorced,3973,6075,8,Y,No,14,4,3,8,1,32,1,2,17,5,0,11
1543,21,Yes,Human Resources,16,2,Medical,1,3,Female,74,1,3,Reseach Director,2,Single,9113,5860,7,Y,No,13,4,3,8,3,35,4,1,30,0,8,15
1544,62,No,Sales,25,2,Technical Degree,1,2,Male,90,3,3,Sales Executive,2,Divorced,18703,3596,5,Y,Yes,21,4,1,8,2,12,5,4,16,0,11,2
1545,28,No,Human Resources,20,4,Medical,1,3,Male,80,2,1,Sales Executive,3,Divorced,3221,25269,6,Y,Yes,16,3,3,8,2,3,4,1,5,14,15,15
1546,46,No,Human Resources,17,1,Life Sciences,1,4,Male,38,3,4,Healthcare Representative,4,Single,10463,4542,5,Y,No,20,3,2,8,0,22,1,2,38,15,1,9
1547,53,No,Research & Development,20,4,Technical Degree,1,2,Female,31,2,1,Research Scientist,3,Single,7801,13328,4,Y,Yes,23,3,3,8,1,7,0,3,24,6,8,4
1548,42,No,Research & Development,22,3,Life Sciences,1,2,Male,34,2,3,Sales Representative,2,Divorced,10563,20509,3,Y,No,25,4,2,8,2,12,2,3,37,13,5,12
1549,38,No,Sales,21,3,Other,1,4,Female,91,1,4,Laboratory Technician,2,Married,9712,10094,6,Y,Yes,19,4,1,8,3,23,6,4,37,18,12,11
1550,53,No,Research & Development,29,3,Technical Degree,1,3,Female,98,2,1,Sales Executive,1,Married,14228,11983,3,Y,No,12,4,2,8,1,39,1,4,30,18,5,0
1551,27,No,Sales,1,2,Other,1,4,Male,81,3,1,Research Scientist,1,Married,16408,8111,8,Y,Yes,20,3,1,8,2,29,1,4,28,12,1,10
1552,54,No,Sales,20,2,Medical,1,3,Female,34,2,1,Reseach Director,3,Married,19238,15990,4,Y,No,20,3,1,8,2,29,6,4,39,11,5,14
1553,26,No,Sales,6,2,Medical,1,2,Male,88,3,3,Manager,1,Divorced,8669,12564,7,Y,No,20,3,3,8,1,24,4,2,8,0,2,17
1554,41,No,Human Resources,29,1,Human Resources,1,2,Male,97,1,2,Sales Representative,4,Married,2711,17356,5,Y,No,15,4,1,8,1,32,5,4,0,11,14,15
1555,52,No,Research & Development,15,4,Medical,1,4,Female,38,3,4,Reseach Director,3,Married,17783,19783,3,Y,No,16,3,2,8,0,8,6,1,15,3,6,6
1556,52,No,Sales,26,2,Other,1,2,Female,51,2,3,Sales Representative,2,Married,18047,12811,2,Y,Yes,14,3,1,8,3,25,1,2,37,14,12,9
1557,65,No,Research & Development,26,4,Medical,1,1,Male,56,3,4,Laboratory Technician,2,Divorced,5280,3067,5,Y,No,17,4,1,8,0,23,2,2,22,15,9,15
1558,53,No,Sales,14,4,Technical Degree,1,2,Male,39,3,3,Manager,4,Single,9964,12340,0,Y,Yes,12,3,3,8,0,32,6,4,7,14,3,16
1559,35,No,Research & Development,20,4,Medical,1,1,Male,90,2,1,Reseach Director,1,Married,12468,15094,1,Y,No,17,4,2,8,3,38,6,2,11,7,15,6
1560,56,No,Research & Development,15,1,Human Resources,1,2,Male,80,3,1,Sales Executive,3,Divorced,7683,16305,6,Y,Yes,12,4,1,8,3,24,0,1,9,18,8,10
1561,49,No,Sales,14,1,Medical,1,4,Male,39,2,2,Sales Executive,3,Divorced,18478,12710,3,Y,No,11,4,3,8,0,14,5,2,15,14,4,16
1562,41,Yes,Human Resources,25,3,Other,1,4,Male,35,1,2,Reseach Director,4,Married,6455,12712,4,Y,Yes,21,3,3,8,1,40,0,1,23,17,11,4
1563,40,No,Research & Development,21,3,Other,1,1,Female,91,3,4,Laboratory Technician,1,Single,2972,23415,0,Y,No,15,3,2,8,3,40,0,1,38,10,9,0
1564,49,No,Human Resources,24,4,Medical,1,4,Female,34,1,2,Laboratory Technician,3,Single,10986,5825,1,Y,No,12,4,3,8,0,5,2,1,7,8,2,2
1565,54,No,Human Resources,25,3,Other,1,2,Female,99,3,2,Healthcare Representative,4,Single,11475,10643,3,Y,Yes,18,3,1,8,1,19,4,2,10,0,0,15
1566,29,No,Sales,26,4,Other,1,2,Female,92,3,4,Manager,3,Divorced,6186,4315,7,Y,No,22,4,3,8,2,15,5,3,40,8,0,14
1567,30,No,Sales,5,1,Human Resources,1,4,Male,85,1,3,Research Scientist,2,Married,12169,18960,3,Y,No,22,3,2,8,1,20,5,2,25,11,12,3
1568,40,No,Sales,6,1,Technical Degree,1,2,Female,88,3,2,Laboratory Technician,3,Married,5581,3520,2,Y,No,22,4,2,8,0,14,6,1,6,1,3,11
1569,42,No,Research & Development,17,1,Human Resources,1,3,Female,92,3,3,Manager,3,Divorced,8552,4172,2,Y,No,18,4,3,8,3,38,2,1,14,10,14,0
1570,52,Yes,Sales,11,2,Life Sciences,1,3,Male,88,1,1,Laboratory Technician,2,Married,9916,15868,4,Y,Yes,11,3,1,8,1,3,5,1,14,13,9,16
1571,58,Yes,Sales,16,4,Human Resources,1,2,Female,80,3,2,Healthcare Representative,1,Married,17635,2787,2,Y,No,14,4,3,8,1,23,1,1,2,1,9,14
1572,47,No,Research & Development,12,1,Medical,1,4,Male,79,2,1,Human Resources,1,Single,7519,24776,7,Y,Yes,24,4,2,8,1,2,3,1,15,14,3,9
1573,34,No,Research & Development,15,4,Technical Degree,1,1,Male,33,3,1,Laboratory Technician,4,Married,18230,23136,4,Y,Yes,19,4,3,8,3,0,6,4,14,17,8,10
1574,37,No,Sales,23,3,Medical,1,4,Male,77,3,3,Manager,1,Married,4332,2293,6,Y,Yes,15,4,3,8,3,29,3,4,24,13,7,17
1575,65,No,Sales,4,3,Life Sciences,1,1,Male,61,3,4,Healthcare Representative,3,Divorced,10546,14141,7,Y,Yes,22,4,1,8,1,12,3,3,32,11,3,1
1576,42,No,Sales,27,1,Technical Degree,1,4,Male,80,1,2,Healthcare Representative,3,Divorced,11624,17720,4,Y,No,21,3,3,8,1,17,0,1,13,9,5,5
1577,39,No,Sales,18,4,Other,1,2,Female,81,2,3,Manager,1,Single,2441,10357,7,Y,No,20,3,1,8,0,39,5,1,23,13,6,15
1578,30,No,Human Resources,21,1,Human Resources,1,3,Female,63,2,4,Manager,1,Divorced,8664,26763,2,Y,Yes,23,4,3,8,3,10,6,4,10,14,9,6
1579,36,No,Human Resources,28,3,Medical,1,4,Female,65,3,1,Sales Executive,3,Single,9440,14552,6,Y,No,16,3,3,8,1,28,2,4,2,4,7,11
1580,53,Yes,Sales,22,1,Life Sciences,1,1,Male,99,1,2,Human Resources,2,Single,9339,5569,7,Y,No,13,4,1,8,3,3,5,2,8,1,3,17
1581,29,No,Human Resources,22,4,Other,1,3,Female,72,1,1,Healthcare Representative,2,Married,12394,4294,6,Y,Yes,15,4,1,8,3,24,2,3,5,5,0,9
1582,58,No,Research & Development,8,3,Human Resources,1,1,Female,45,2,1,Sales Executive,4,Single,9620,17634,1,Y,Yes,24,4,2,8,3,35,5,2,30,11,4,6
1583,36,No,Human Resources,23,2,Other,1,2,Female,88,1,2,Sales Representative,1,Married,14881,25966,7,Y,Yes,22,4,1,8,0,35,6,3,15,1,15,3
1584,29,No,Human Resources,3,3,Human Resources,1,3,Female,82,3,4,Reseach Director,4,Single,17696,16716,5,Y,No,23,4,3,8,2,39,6,1,10,3,13,16
1585,26,No,Sales,8,2,Technical Degree,1,1,Male,48,3,4,Reseach Director,3,Divorced,3171,10541,2,Y,Yes,23,3,2,8,3,27,0,1,16,6,0,16
1586,24,No,Human Resources,18,1,Other,1,4,Female,70,1,2,Healthcare Representative,4,Divorced,7495,13942,3,Y,Yes,23,3,1,8,3,7,6,3,2,15,10,3
1587,45,Yes,Human Resources,10,1,Other,1,2,Male,76,3,2,Sales Executive,1,Divorced,5111,8409,6,Y,No,11,3,1,8,1,20,1,1,18,0,10,4
1588,31,Yes,Human Resources,16,4,Other,1,2,Male,83,2,3,Human Resources,2,Single,16957,22901,2,Y,No,18,3,2,8,3,34,3,2,23,0,3,0
1589,48,No,Human Resources,20,2,Technical Degree,1,2,Female,84,3,3,Human Resources,4,Single,11427,7442,0,Y,No,21,3,3,8,2,17,3,3,7,13,6,10
1590,36,No,Research & Development,17,1,Life Sciences,1,4,Male,48,1,1,Sales Representative,1,Married,2177,4898,5,Y,No,25,3,3,8,3,24,5,3,35,10,6,0
1591,64,No,Sales,8,2,Human Resources,1,4,Male,91,2,2,Healthcare Representative,2,Married,1424,9255,2,Y,No,16,4,2,8,0,40,0,3,39,11,0,7
1592,33,Yes,Sales,21,1,Other,1,3,Male,88,3,4,Laboratory Technician,3,Married,11914,2277,5,Y,No,22,3,3,8,1,4,3,1,1,10,8,3
1593,22,Yes,Research & Development,24,3,Technical Degree,1,4,Male,94,2,1,Sales Representative,2,Married,14441,10162,2,Y,No,12,4,1,8,2,7,5,2,22,5,1,14
1594,52,No,Human Resources,29,1,Life Sciences,1,3,Male,97,1,1,Sales Executive,1,Single,6252,26810,5,Y,No,14,4,3,8,0,22,6,1,39,11,4,16
1595,29,No,Research & Development,5,4,Human Resources,1,2,Male,57,3,1,Laboratory Technician,3,Single,17542,13637,3,Y,Yes,14,3,1,8,2,2,4,4,29,11,5,17
1596,42,No,Human Resources,26,3,Technical Degree,1,3,Male,47,3,1,Reseach Director,2,Married,6908,25526,3,Y,No,19,3,3,8,1,36,5,4,24,9,0,2
1597,38,No,Research & Development,13,4,Human Resources,1,1,Female,55,2,4,Manufacturing Director,1,Single,1847,20550,1,Y,Yes,19,4,1,8,3,30,2,2,6,7,15,17
1598,53,No,Sales,21,3,Other,1,2,Female,48,3,1,Reseach Director,2,Single,7153,26130,3,Y,No,15,4,2,8,1,28,3,1,27,18,13,6
1599,40,Yes,Sales,29,2,Life Sciences,1,2,Male,84,3,2,Healthcare Representative,2,Single,10897,18098,3,Y,No,22,4,1,8,1,40,3,4,40,6,11,16
1600,33,No,Sales,5,4,Technical Degree,1,3,Male,86,3,3,Manager,3,Single,13540,2293,6,Y,Yes,13,4,3,8,3,19,4,4,16,13,1,17
1601,56,Yes,Human Resources,24,1,Life Sciences,1,2,Female,35,3,4,Reseach Director,1,Married,16944,13376,4,Y,No,11,4,1,8,0,2,6,2,31,3,6,7
1602,62,No,Human Resources,27,2,Other,1,4,Female,30,1,2,Reseach Director,4,Married,8475,7802,7,Y,Yes,16,3,3,8,2,22,1,2,0,0,5,10
1603,59,No,Research & Development,13,1,Life Sciences,1,1,Female,37,3,2,Reseach Director,2,Single,16104,21641,6,Y,No,18,3,3,8,0,39,5,2,26,7,5,2
1604,56,No,Research & Development,6,3,Life Sciences,1,3,Female,80,2,2,Reseach Director,3,Divorced,12202,17790,8,Y,Yes,11,4,1,8,3,20,1,1,35,4,5,6
1605,31,No,Sales,29,3,Medical,1,3,Male,54,1,3,Reseach Director,2,Married,2329,4194,7,Y,Yes,21,4,3,8,2,12,5,3,6,7,13,14
1606,48,No,Human Resources,5,1,Life Sciences,1,2,Male,76,2,3,Laboratory Technician,4,Married,14273,11194,8,Y,No,11,4,2,8,3,7,4,1,2,7,13,9
1607,22,No,Research & Development,9,1,Human Resources,1,4,Female,84,2,3,Laboratory Technician,2,Divorced,13236,3663,0,Y,Yes,25,4,3,8,0,4,1,2,29,6,6,11
1608,52,No,Human Resources,27,2,Technical Degree,1,2,Female,93,2,2,Reseach Director,1,Married,18916,7217,2,Y,Yes,21,4,2,8,1,24,0,3,0,18,9,11
1609,40,No,Human Resources,16,1,Medical,1,2,Female,39,1,3,Research Scientist,4,Divorced,6243,8789,4,Y,No,17,4,2,8,2,38,4,4,33,3,11,14
1610,46,No,Sales,2,4,Technical Degree,1,3,Female,85,1,1,Research Scientist,4,Divorced,13079,23645,8,Y,No,17,4,3,8,3,36,6,1,37,5,13,4
1611,60,No,Sales,1,4,Technical Degree,1,2,Male,41,1,3,Laboratory Technician,2,Single,7153,20635,7,Y,Yes,12,4,2,8,2,40,5,2,35,11,13,12
1612,28,No,Human Resources,8,1,Other,1,1,Female,62,3,4,Manufacturing Director,2,Married,1561,16126,6,Y,No,13,3,2,8,2,4,2,2,32,17,11,8
1613,35,No,Human Resources,28,4,Other,1,2,Female,46,2,2,Manager,3,Divorced,17874,3421,1,Y,Yes,12,4,1,8,0,7,6,3,15,11,8,9
1614,64,No,Human Resources,19,1,Medical,1,2,Female,90,1,2,Sales Representative,1,Single,16978,22089,5,Y,Yes,16,4,2,8,1,3,6,1,37,17,8,7
1615,29,No,Human Resources,11,2,Other,1,3,Male,39,2,1,Reseach Director,4,Married,1608,10744,3,Y,Yes,23,3,2,8,2,40,2,4,10,2,14,8
1616,26,Yes,Sales,27,4,Other,1,2,Male,60,1,3,Manufacturing Director,2,Single,16107,5791,4,Y,No,23,4,2,8,0,21,2,1,7,9,1,5
1617,27,No,Research & Development,12,4,Other,1,4,Male,89,1,3,Research Scientist,4,Single,15809,8119,4,Y,No,18,4,2,8,2,13,5,3,0,6,1,17
1618,61,No,Sales,12,1,Technical Degree,1,3,Female,99,1,4,Research Scientist,3,Divorced,10365,20749,3,Y,Yes,18,4,2,8,1,18,6,3,13,2,4,9
1619,34,No,Research & Development,7,4,Medical,1,2,Female,46,2,1,Manufacturing Director,1,Married,13879,26726,3,Y,Yes,25,4,3,8,2,12,3,4,29,18,9,14
1620,55,No,Human Resources,26,3,Technical Degree,1,1,Female,79,3,4,Manager,4,Single,13433,12759,3,Y,Yes,11,3,2,8,1,34,4,3,20,12,6,12
1621,24,No,Research & Development,13,2,Human Resources,1,1,Male,66,1,4,Laboratory Technician,4,Divorced,2991,6915,1,Y,No,21,4,3,8,0,3,4,3,20,3,11,10
1622,63,No,Sales,27,2,Technical Degree,1,3,Male,91,1,2,Manager,3,Divorced,19027,11439,0,Y,Yes,19,4,3,8,0,32,1,1,33,9,13,1
1623,30,Yes,Sales,19,4,Human Resources,1,3,Female,58,1,2,Healthcare Representative,2,Single,8839,25551,1,Y,No,21,4,3,8,1,21,4,3,37,5,11,7
1624,57,No,Human Resources,29,4,Life Sciences,1,2,Female,61,3,3,Healthcare Representative,4,Single,4006,18973,6,Y,Yes,18,3,1,8,1,0,6,2,25,0,14,17
1625,59,No,Sales,29,3,Life Sciences,1,4,Male,40,2,3,Research Scientist,1,Divorced,18079,9051,0,Y,Yes,19,4,1,8,0,10,4,2,40,5,12,2
1626,26,No,Human Resources,22,3,Human Resources,1,2,Female,35,2,4,Sales Representative,1,Single,12615,15708,5,Y,Yes,23,4,3,8,1,15,6,2,13,7,2,2
1627,44,No,Sales,28,4,Human Resources,1,1,Female,64,2,3,Healthcare Representative,1,Single,2768,8302,3,Y,Yes,24,3,1,8,1,3,1,3,39,14,14,6
1628,19,No,Sales,26,4,Technical Degree,1,4,Female,62,2,4,Research Scientist,1,Married,8032,14609,1,Y,No,23,3,2,8,3,28,4,4,34,7,14,17
1629,22,No,Human Resources,9,3,Human Resources,1,4,Male,47,1,3,Reseach Director,3,Divorced,14901,25602,2,Y,No,19,3,3,8,2,38,4,2,17,5,2,8
1630,46,No,Research & Development,7,1,Medical,1,4,Female,66,3,3,Human Resources,4,Single,19873,14712,6,Y,No,21,3,3,8,0,37,0,1,19,18,3,17
1631,54,No,Sales,26,3,Life Sciences,1,2,Female,42,1,2,Human Resources,3,Divorced,16418,6068,5,Y,No,22,4,3,8,0,23,5,3,8,13,2,0
1632,55,Yes,Research & Development,27,1,Life Sciences,1,1,Female,93,3,2,Sales Executive,2,Married,10538,24896,5,Y,No,16,3,1,8,3,8,1,4,40,1,14,3
1633,36,No,Sales,24,2,Human Resources,1,3,Female,30,2,2,Reseach Director,1,Divorced,1123,20083,7,Y,Yes,13,3,1,8,1,7,0,4,32,6,14,3
1634,25,No,Sales,15,2,Other,1,2,Male,92,3,2,Human Resources,1,Divorced,13158,11004,7,Y,No,11,3,1,8,1,13,3,3,3,7,2,16
1635,65,No,Sales,2,3,Other,1,3,Male,63,1,1,Manager,3,Divorced,17961,19750,5,Y,No,21,4,2,8,1,14,1,3,3,9,7,1
1636,62,No,Sales,23,1,Human Resources,1,4,Male,39,1,2,Sales Executive,1,Married,16710,14151,0,Y,No,18,3,1,8,0,21,6,1,15,12,6,14
1637,18,No,Research & Development,20,3,Medical,1,4,Female,36,2,1,Research Scientist,4,Married,10754,2782,6,Y,No,20,4,3,8,3,36,5,3,25,0,12,12
1638,39,No,Research & Development,25,3,Other,1,2,Male,85,1,2,Manufacturing Director,1,Divorced,3698,22499,7,Y,Yes,13,4,1,8,2,14,4,3,5,8,6,8
1639,34,Yes,Sales,12,1,Human Resources,1,1,Female,66,1,3,Manufacturing Director,4,Divorced,3997,25723,4,Y,Yes,23,3,1,8,3,5,6,4,36,9,14,6
1640,24,No,Sales,1,3,Medical,1,4,Male,58,3,4,Research Scientist,4,Married,4160,14436,3,Y,Yes,17,4,1,8,0,0,4,2,21,1,13,11
1641,42,Yes,Research & Development,25,2,Medical,1,3,Female,41,1,3,Sales Representative,1,Single,12728,5529,6,Y,No,23,3,1,8,2,19,0,1,38,10,9,11
1642,62,No,Human Resources,22,4,Technical Degree,1,3,Male,46,2,3,Research Scientist,3,Married,16667,4447,5,Y,Yes,20,3,3,8,1,40,0,4,6,4,1,13
1643,21,No,Human Resources,8,4,Medical,1,2,Male,77,2,1,Laboratory Technician,2,Divorced,10022,24057,5,Y,Yes,16,4,1,8,3,35,3,3,29,17,10,14
1644,53,No,Research & Development,5,3,Other,1,3,Male,55,1,2,Manufacturing Director,2,Single,7354,2841,2,Y,No,13,4,3,8,3,1,3,1,9,6,8,0
1645,23,Yes,Sales,15,1,Other,1,1,Female,41,2,4,Human Resources,1,Single,4583,21527,3,Y,No,16,4,1,8,0,5,5,2,14,2,12,8
1646,48,No,Sales,1,1,Human Resources,1,4,Female,50,3,4,Sales Executive,3,Single,8847,15057,4,Y,No,22,4,2,8,3,1,4,3,5,15,5,15
1647,36,No,Human Resources,1,2,Human Resources,1,3,Female,71,3,2,Sales Representative,2,Married,19001,26239,8,Y,Yes,13,3,2,8,2,2,6,2,23,14,13,8
1648,61,No,Human Resources,25,1,Medical,1,3,Male,90,1,1,Healthcare Representative,1,Married,17952,22040,7,Y,No,23,4,3,8,3,6,2,4,1,7,2,15
1649,56,Yes,Research & Development,10,1,Life Sciences,1,4,Female,87,1,1,Reseach Director,1,Married,14338,14939,2,Y,Yes,25,4,3,8,0,19,6,2,39,4,8,1
1650,44,No,Human Resources,22,2,Technical Degree,1,2,Female,83,3,1,Sales Representative,4,Married,15832,7850,5,Y,Yes,23,4,2,8,3,40,3,4,14,2,8,9
1651,27,No,Research & Development,10,3,Life Sciences,1,3,Female,63,2,4,Healthcare Representative,3,Divorced,6574,20180,0,Y,Yes,24,4,2,8,2,40,4,4,20,4,5,17
1652,43,No,Human Resources,21,4,Medical,1,2,Female,36,1,1,Sales Representative,3,Single,5444,13729,2,Y,Yes,19,3,1,8,2,4,6,4,17,8,12,12
1653,36,No,Human Resources,15,2,Medical,1,2,Female,64,1,1,Sales Representative,2,Divorced,6659,8166,6,Y,Yes,23,3,2,8,0,24,6,1,4,15,9,1
1654,56,No,Human Resources,17,3,Life Sciences,1,3,Female,44,2,4,Human Resources,2,Married,19274,15470,6,Y,No,11,4,3,8,1,37,3,3,24,13,5,12
1655,20,No,Sales,22,2,Technical Degree,1,1,Male,94,1,4,Research Scientist,1,Married,8445,20853,1,Y,Yes,23,4,3,8,0,17,6,4,35,17,7,2
1656,62,No,Sales,6,3,Life Sciences,1,2,Male,54,2,3,Laboratory Technician,4,Divorced,4717,26495,2,Y,Yes,18,3,2,8,1,0,6,4,9,6,7,14
1657,30,No,Sales,3,2,Human Resources,1,3,Female,88,2,4,Sales Executive,3,Single,15460,16621,6,Y,Yes,15,3,3,8,2,24,1,2,22,14,14,2
1658,45,No,Human Resources,13,3,Other,1,2,Male,35,2,2,Manufacturing Director,2,Single,2718,7366,5,Y,Yes,25,3,1,8,3,16,0,3,23,7,5,9
1659,37,No,Research & Development,16,2,Human Resources,1,4,Male,81,2,4,Healthcare Representative,2,Married,10962,21707,6,Y,Yes,14,3,1,8,3,14,4,1,9,2,6,5
1660,45,No,Research & Development,8,3,Other,1,1,Female,50,2,4,Sales Executive,4,Married,2701,16099,8,Y,No,11,4,2,8,2,4,6,1,5,10,3,13
1661,25,No,Research & Development,15,2,Medical,1,1,Female,61,3,1,Sales Representative,4,Married,16532,8501,7,Y,Yes,19,4,3,8,0,16,3,2,12,17,0,8
1662,58,No,Research & Development,17,4,Technical Degree,1,4,Male,82,2,3,Research Scientist,1,Married,15331,20691,5,Y,Yes,23,3,2,8,3,20,0,1,20,14,3,17
1663,56,Yes,Sales,26,4,Life Sciences,1,4,Female,88,3,1,Sales Executive,4,Single,10446,8380,3,Y,Yes,19,3,3,8,0,22,6,1,31,9,7,7
1664,18,No,Sales,22,1,Technical Degree,1,2,Male,98,2,3,Research Scientist,1,Divorced,1134,24805,8,Y,Yes,23,4,3,8,3,9,6,3,14,2,11,5
1665,20,No,Human Resources,26,3,Life Sciences,1,4,Male,91,1,1,Healthcare Representative,1,Single,13953,2977,6,Y,No,15,4,3,8,1,16,2,2,1,14,12,14
1666,30,No,Human Resources,13,2,Human Resources,1,1,Male,33,3,2,Human Resources,4,Divorced,2208,2956,4,Y,Yes,24,3,1,8,3,0,3,2,14,5,7,13
1667,45,No,Research & Development,17,3,Human Resources,1,4,Female,47,1,1,Human Resources,4,Married,7101,9009,1,Y,Yes,21,4,3,8,1,36,4,4,16,10,13,14
1668,42,No,Sales,6,4,Life Sciences,1,3,Male,85,2,1,Research Scientist,4,Married,17384,13778,8,Y,Yes,19,3,1,8,3,6,1,1,19,10,1,5
1669,50,No,Research & Development,17,3,Technical Degree,1,3,Female,53,2,2,Research Scientist,4,Divorced,3720,5146,6,Y,Yes,25,4,3,8,3,11,0,3,5,18,15,11
1670,55,No,Human Resources,16,2,Life Sciences,1,2,Female,95,1,2,Laboratory Technician,4,Married,10191,11069,8,Y,No,20,4,2,8,3,39,0,3,14,2,14,9
1671,23,Yes,Human Resources,22,3,Medical,1,1,Female,42,2,4,Reseach Director,1,Single,7004,18291,8,Y,No,24,3,1,8,3,0,1,2,16,12,6,7
1672,61,No,Research & Development,13,2,Human Resources,1,3,Female,91,1,1,Laboratory Technician,2,Married,9191,10628,4,Y,No,19,4,1,8,3,19,4,2,25,7,12,4
1673,62,No,Human Resources,6,4,Medical,1,4,Female,83,2,2,Sales Executive,3,Married,6511,17162,6,Y,Yes,17,3,1,8,0,30,5,3,21,10,0,9
1674,49,No,Research & Development,3,4,Human Resources,1,3,Male,44,2,2,Manager,3,Married,13929,19029,4,Y,No,18,4,2,8,1,3,2,3,8,10,1,10
1675,62,No,Sales,14,4,Human Resources,1,3,Female,98,3,4,Laboratory Technician,1,Married,19891,23592,2,Y,No,11,3,1,8,1,25,5,2,11,12,13,13
1676,64,No,Research & Development,14,1,Other,1,2,Female,32,1,3,Sales Executive,1,Single,3574,9775,7,Y,No,14,3,2,8,3,11,6,2,21,2,7,13
1677,38,No,Sales,15,4,Medical,1,4,Female,66,2,2,Manufacturing Director,2,Divorced,11798,19263,7,Y,No,20,3,3,8,0,21,1,3,22,5,10,1
1678,33,No,Sales,8,3,Medical,1,4,Female,66,1,2,Sales Executive,4,Married,6033,12103,8,Y,No,20,4,3,8,0,0,2,2,36,9,9,16
1679,38,Yes,Human Resources,24,1,Other,1,4,Female,32,3,1,Sales Executive,1,Married,2040,17363,5,Y,Yes,25,3,2,8,2,0,4,1,13,18,14,14
1680,28,No,Human Resources,15,4,Technical Degree,1,2,Male,92,1,4,Research Scientist,3,Single,2250,10988,1,Y,No,14,3,1,8,2,2,3,3,23,11,12,2
1681,54,No,Human Resources,22,3,Medical,1,4,Female,64,3,1,Sales Representative,4,Single,2751,16674,2,Y,No,22,4,1,8,0,11,3,2,7,13,12,2
1682,53,No,Research & Development,29,3,Life Sciences,1,4,Female,81,1,3,Research Scientist,1,Single,6718,23383,5,Y,No,19,4,2,8,2,20,5,3,25,10,3,2
1683,52,No,Research & Development,27,3,Other,1,3,Male,57,1,4,Research Scientist,4,Married,15748,9282,0,Y,Yes,13,3,3,8,1,12,4,3,31,9,15,2
1684,36,No,Human Resources,13,2,Medical,1,3,Female,47,3,1,Sales Representative,3,Divorced,12839,11236,1,Y,Yes,25,3,2,8,0,12,2,4,27,2,13,17
1685,37,No,Research & Development,17,1,Technical Degree,1,4,Male,65,2,2,Manager,4,Single,14787,2906,7,Y,No,22,4,1,8,2,40,5,1,31,12,2,5
1686,35,No,Human Resources,21,3,Medical,1,1,Male,62,2,2,Manufacturing Director,1,Single,9169,11832,7,Y,Yes,20,4,1,8,0,17,1,1,21,17,13,13
1687,64,No,Research & Development,24,2,Human Resources,1,1,Male,93,2,4,Laboratory Technician,1,Single,13384,26811,5,Y,Yes,25,4,1,8,2,32,5,4,8,12,1,2
1688,58,Yes,Sales,3,4,Life Sciences,1,4,Male,55,1,2,Sales Executive,2,Divorced,5412,4869,2,Y,No,20,3,1,8,0,5,4,4,2,13,10,0
1689,31,No,Sales,28,3,Other,1,1,Female,77,1,1,Laboratory Technician,2,Married,5906,22242,1,Y,Yes,11,4,3,8,3,24,6,3,24,13,5,9
1690,32,Yes,Human Resources,29,2,Human Resources,1,2,Female,69,2,4,Human Resources,2,Married,1172,7050,5,Y,No,25,3,3,8,1,22,4,1,38,6,3,12
1691,48,Yes,Research & Development,17,3,Technical Degree,1,3,Male,46,1,2,Healthcare Representative,4,Married,4319,5917,0,Y,No,21,3,3,8,2,23,3,4,11,11,2,8
1692,18,Yes,Research & Development,22,1,Human Resources,1,2,Male,69,1,2,Manager,1,Single,18388,19692,5,Y,No,15,3,1,8,3,36,1,2,28,3,2,1
1693,20,No,Sales,26,1,Human Resources,1,3,Female,36,2,3,Healthcare Representative,1,Married,16000,16892,8,Y,Yes,17,4,1,8,0,25,3,3,2,15,9,9
